EncuestaID,RangoEdad,Genero,Departamento,FrecuenciaConsumoSnacks,SaborPreferido,Snack
853,35 - 44 Años,Femenino,Jalapa,Varias Veces Al Mes,Picante Chapín,Caramel Goal Popcorn
853,35 - 44 Años,Femenino,Jalapa,Varias Veces Al Mes,Picante Chapín,Futbolmix
853,35 - 44 Años,Femenino,Jalapa,Varias Veces Al Mes,Picante Chapín,Hot Stadium Peanuts
854,18 - 24 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Salado Tradicional,Crunchmax Bbq
854,18 - 24 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
855,35 - 44 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Queso,Futbolmix
856,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
856,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
856,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
857,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Crunchmax Bbq
857,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Fan Chips Jalapeño
857,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Mundialitos Queso Picante
858,45 - 54 Años,Masculino,Suchitepéquez,Todos Los Días,Jalapeño,Mundialitos Queso Picante
858,45 - 54 Años,Masculino,Suchitepéquez,Todos Los Días,Jalapeño,Futbolmix
859,18 - 24 Años,Femenino,Sacatepéquez,Rara Vez,Salado Tradicional,Caramel Goal Popcorn
860,18 - 24 Años,Masculino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Crunchmax Bbq
861,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Caramel Goal Popcorn
861,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Hot Stadium Peanuts
861,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Crunchmax Bbq
862,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
862,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Jalapeño,Victory Pretzels
863,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
863,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
863,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
864,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Crunchmax Bbq
864,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
864,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
865,45 - 54 Años,Masculino,Chimaltenango,Rara Vez,Queso,Energy Crunch Protein
866,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Hot Stadium Peanuts
867,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Chocolate,Chocokick Bites
867,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Chocolate,Gol Nachos Supreme
867,45 - 54 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Chocolate,Crunchmax Bbq
868,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Dulce,Futbolmix
869,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
869,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Jalapeño,Gol Nachos Supreme
869,45 - 54 Años,Femenino,Sacatepéquez,Varias Veces Al Mes,Jalapeño,Victory Pretzels
870,25 - 34 Años,Femenino,Alta Verapaz,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
870,25 - 34 Años,Femenino,Alta Verapaz,3 A 5 Veces Por Semana,Barbacoa,Energy Crunch Protein
871,Menos De 18 Años,Prefiero No Indicarlo,Escuintla,3 A 5 Veces Por Semana,Chocolate,Victory Pretzels
872,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
872,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Gol Nachos Supreme
873,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
873,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Caramel Goal Popcorn
874,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Gol Nachos Supreme
874,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Futbolmix
874,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Crunchmax Bbq
875,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Futbolmix
875,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Gol Nachos Supreme
875,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Fan Chips Jalapeño
876,18 - 24 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
876,18 - 24 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Picante Chapín,Futbolmix
877,45 - 54 Años,Masculino,Guatemala,Todos Los Días,Queso,Gol Nachos Supreme
877,45 - 54 Años,Masculino,Guatemala,Todos Los Días,Queso,Victory Pretzels
877,45 - 54 Años,Masculino,Guatemala,Todos Los Días,Queso,Mundialitos Queso Picante
878,18 - 24 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
878,18 - 24 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Queso,Caramel Goal Popcorn
879,18 - 24 Años,Masculino,Petén,1 A 2 Veces Por Semana,Picante Chapín,Chocokick Bites
879,18 - 24 Años,Masculino,Petén,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
880,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
881,18 - 24 Años,Femenino,Huehuetenango,1 A 2 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
881,18 - 24 Años,Femenino,Huehuetenango,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
882,45 - 54 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
882,45 - 54 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
882,45 - 54 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
883,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Victory Pretzels
883,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Fan Chips Jalapeño
884,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Limón,Gol Nachos Supreme
884,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Limón,Caramel Goal Popcorn
884,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Limón,Futbolmix
885,18 - 24 Años,Masculino,San Marcos,Varias Veces Al Mes,Barbacoa,Fan Chips Jalapeño
886,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Barbacoa,Hot Stadium Peanuts
886,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Barbacoa,Chocokick Bites
95,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Fan Chips Jalapeño
95,25 - 34 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Crunchmax Bbq
888,55 Años O Más,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Caramelo,Fan Chips Jalapeño
888,55 Años O Más,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Caramelo,Mundialitos Queso Picante
888,55 Años O Más,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Caramelo,Gol Nachos Supreme
889,55 Años O Más,Femenino,San Marcos,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
890,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Energy Crunch Protein
890,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Fan Chips Jalapeño
890,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Victory Pretzels
891,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Caramel Goal Popcorn
891,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Crunchmax Bbq
891,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Futbolmix
892,55 Años O Más,Masculino,Chiquimula,Varias Veces Al Mes,Queso,Mundialitos Queso Picante
892,55 Años O Más,Masculino,Chiquimula,Varias Veces Al Mes,Queso,Futbolmix
893,18 - 24 Años,Femenino,El Progreso,Rara Vez,Chocolate,Hot Stadium Peanuts
893,18 - 24 Años,Femenino,El Progreso,Rara Vez,Chocolate,Futbolmix
893,18 - 24 Años,Femenino,El Progreso,Rara Vez,Chocolate,Energy Crunch Protein
894,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
894,45 - 54 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Limón,Gol Nachos Supreme
895,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Caramelo,Gol Nachos Supreme
895,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Caramelo,Mundialitos Queso Picante
895,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Caramelo,Crunchmax Bbq
896,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Gol Nachos Supreme
896,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
897,35 - 44 Años,Masculino,Jalapa,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
897,35 - 44 Años,Masculino,Jalapa,1 A 2 Veces Por Semana,Queso,Gol Nachos Supreme
897,35 - 44 Años,Masculino,Jalapa,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
898,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Dulce,Mundialitos Queso Picante
898,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Dulce,Crunchmax Bbq
898,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Dulce,Caramel Goal Popcorn
899,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
899,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Futbolmix
899,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Energy Crunch Protein
900,Menos De 18 Años,Femenino,Suchitepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
900,Menos De 18 Años,Femenino,Suchitepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Energy Crunch Protein
901,35 - 44 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Jalapeño,Energy Crunch Protein
901,35 - 44 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Jalapeño,Crunchmax Bbq
901,35 - 44 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
902,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Crunchmax Bbq
902,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Chocokick Bites
903,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Mundialitos Queso Picante
904,35 - 44 Años,Masculino,Escuintla,3 A 5 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
905,45 - 54 Años,Masculino,Alta Verapaz,Varias Veces Al Mes,Picante Chapín,Futbolmix
906,25 - 34 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Caramelo,Chocokick Bites
907,25 - 34 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
907,25 - 34 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Picante Chapín,Gol Nachos Supreme
908,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Chocolate,Futbolmix
908,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Chocolate,Mundialitos Queso Picante
908,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Chocolate,Gol Nachos Supreme
909,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,,Mundialitos Queso Picante
910,55 Años O Más,Femenino,Sacatepéquez,Todos Los Días,Jalapeño,Fan Chips Jalapeño
911,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Fan Chips Jalapeño
911,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Caramel Goal Popcorn
912,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
912,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
913,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
913,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Limón,Mundialitos Queso Picante
914,25 - 34 Años,Femenino,Suchitepéquez,1 A 2 Veces Por Semana,Barbacoa,Futbolmix
914,25 - 34 Años,Femenino,Suchitepéquez,1 A 2 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
915,25 - 34 Años,Masculino,Guatemala,Rara Vez,Limón,Fan Chips Jalapeño
916,18 - 24 Años,Femenino,Chimaltenango,Varias Veces Al Mes,Queso,Victory Pretzels
917,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Mundialitos Queso Picante
918,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Futbolmix
918,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Hot Stadium Peanuts
918,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
919,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Limón,Energy Crunch Protein
920,45 - 54 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Limón,Caramel Goal Popcorn
921,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Energy Crunch Protein
921,45 - 54 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Mundialitos Queso Picante
922,18 - 24 Años,Masculino,Escuintla,3 A 5 Veces Por Semana,Jalapeño,Futbolmix
923,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
924,18 - 24 Años,Femenino,Quetzaltenango,Todos Los Días,Barbacoa,Crunchmax Bbq
924,18 - 24 Años,Femenino,Quetzaltenango,Todos Los Días,Barbacoa,Victory Pretzels
925,18 - 24 Años,Masculino,Chimaltenango,Varias Veces Al Mes,Barbacoa,Caramel Goal Popcorn
926,25 - 34 Años,Femenino,Jalapa,Varias Veces Al Mes,Picante Chapín,Gol Nachos Supreme
926,25 - 34 Años,Femenino,Jalapa,Varias Veces Al Mes,Picante Chapín,Hot Stadium Peanuts
926,25 - 34 Años,Femenino,Jalapa,Varias Veces Al Mes,Picante Chapín,Crunchmax Bbq
927,55 Años O Más,Masculino,Zacapa,Todos Los Días,Queso,Chocokick Bites
927,55 Años O Más,Masculino,Zacapa,Todos Los Días,Queso,Mundialitos Queso Picante
927,55 Años O Más,Masculino,Zacapa,Todos Los Días,Queso,Gol Nachos Supreme
928,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Queso,Hot Stadium Peanuts
928,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Queso,Crunchmax Bbq
929,35 - 44 Años,Femenino,Baja Verapaz,Varias Veces Al Mes,Picante Chapín,Caramel Goal Popcorn
929,35 - 44 Años,Femenino,Baja Verapaz,Varias Veces Al Mes,Picante Chapín,Crunchmax Bbq
929,35 - 44 Años,Femenino,Baja Verapaz,Varias Veces Al Mes,Picante Chapín,Mundialitos Queso Picante
930,25 - 34 Años,Masculino,Retalhuleu,3 A 5 Veces Por Semana,Limón,Futbolmix
930,25 - 34 Años,Masculino,Retalhuleu,3 A 5 Veces Por Semana,Limón,Crunchmax Bbq
931,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Limón,Hot Stadium Peanuts
931,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Limón,Futbolmix
932,18 - 24 Años,Masculino,Alta Verapaz,1 A 2 Veces Por Semana,Caramelo,Hot Stadium Peanuts
932,18 - 24 Años,Masculino,Alta Verapaz,1 A 2 Veces Por Semana,Caramelo,Mundialitos Queso Picante
933,25 - 34 Años,Femenino,San Marcos,Varias Veces Al Mes,Limón,Victory Pretzels
933,25 - 34 Años,Femenino,San Marcos,Varias Veces Al Mes,Limón,Futbolmix
933,25 - 34 Años,Femenino,San Marcos,Varias Veces Al Mes,Limón,Fan Chips Jalapeño
934,55 Años O Más,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Picante Chapín,Futbolmix
934,55 Años O Más,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
935,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
936,35 - 44 Años,Masculino,Totonicapán,1 A 2 Veces Por Semana,Queso,Victory Pretzels
936,35 - 44 Años,Masculino,Totonicapán,1 A 2 Veces Por Semana,Queso,Futbolmix
936,35 - 44 Años,Masculino,Totonicapán,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
937,55 Años O Más,Masculino,Guatemala,Varias Veces Al Mes,Barbacoa,Victory Pretzels
617,35 - 44 Años,Femenino,Jutiapa,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
617,35 - 44 Años,Femenino,Jutiapa,1 A 2 Veces Por Semana,Limón,Crunchmax Bbq
939,45 - 54 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
939,45 - 54 Años,Femenino,Chimaltenango,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
940,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Caramel Goal Popcorn
940,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Mundialitos Queso Picante
941,35 - 44 Años,Femenino,Sacatepéquez,Rara Vez,Dulce,Chocokick Bites
942,35 - 44 Años,Femenino,Sacatepéquez,Rara Vez,Barbacoa,Hot Stadium Peanuts
942,35 - 44 Años,Femenino,Sacatepéquez,Rara Vez,Barbacoa,Victory Pretzels
943,18 - 24 Años,Masculino,Guatemala,Rara Vez,Jalapeño,Gol Nachos Supreme
944,45 - 54 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Limón,Futbolmix
945,25 - 34 Años,Femenino,Guatemala,Rara Vez,Salado Tradicional,Futbolmix
945,25 - 34 Años,Femenino,Guatemala,Rara Vez,Salado Tradicional,Crunchmax Bbq
945,25 - 34 Años,Femenino,Guatemala,Rara Vez,Salado Tradicional,Gol Nachos Supreme
946,18 - 24 Años,Femenino,Quetzaltenango,Todos Los Días,Picante Chapín,Fan Chips Jalapeño
947,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Limón,Crunchmax Bbq
947,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Limón,Fan Chips Jalapeño
948,35 - 44 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Limón,Chocokick Bites
948,35 - 44 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
948,35 - 44 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Limón,Futbolmix
949,25 - 34 Años,Masculino,Retalhuleu,3 A 5 Veces Por Semana,Jalapeño,Crunchmax Bbq
949,25 - 34 Años,Masculino,Retalhuleu,3 A 5 Veces Por Semana,Jalapeño,Energy Crunch Protein
949,25 - 34 Años,Masculino,Retalhuleu,3 A 5 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
950,45 - 54 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Chocolate,Mundialitos Queso Picante
951,35 - 44 Años,Femenino,Guate,3 A 5 Veces Por Semana,Chocolate,Futbolmix
952,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Gol Nachos Supreme
952,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Crunchmax Bbq
953,35 - 44 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Barbacoa,Chocokick Bites
953,35 - 44 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Barbacoa,Hot Stadium Peanuts
954,55 Años O Más,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
955,18 - 24 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Picante Chapín,Gol Nachos Supreme
956,55 Años O Más,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,Barbacoa,Gol Nachos Supreme
957,18 - 24 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
958,25 - 34 Años,Masculino,Huehuetenango,Rara Vez,Jalapeño,Victory Pretzels
959,55 Años O Más,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Victory Pretzels
959,55 Años O Más,Femenino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Energy Crunch Protein
960,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
960,35 - 44 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Limón,Victory Pretzels
961,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Crunchmax Bbq
961,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Mundialitos Queso Picante
961,25 - 34 Años,Femenino,Guatemala,Todos Los Días,Barbacoa,Fan Chips Jalapeño
962,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Queso,Fan Chips Jalapeño
963,25 - 34 Años,Femenino,Izabal,Varias Veces Al Mes,Picante Chapín,Fan Chips Jalapeño
963,25 - 34 Años,Femenino,Izabal,Varias Veces Al Mes,Picante Chapín,Hot Stadium Peanuts
964,25 - 34 Años,Femenino,Sacatepéquez,Todos Los Días,Picante Chapín,Futbolmix
964,25 - 34 Años,Femenino,Sacatepéquez,Todos Los Días,Picante Chapín,Energy Crunch Protein
964,25 - 34 Años,Femenino,Sacatepéquez,Todos Los Días,Picante Chapín,Gol Nachos Supreme
965,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
965,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Victory Pretzels
965,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
966,25 - 34 Años,Masculino,Totonicapán,1 A 2 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
967,25 - 34 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
967,25 - 34 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Crunchmax Bbq
967,25 - 34 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Energy Crunch Protein
968,18 - 24 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
968,18 - 24 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Salado Tradicional,Energy Crunch Protein
968,18 - 24 Años,Masculino,Chimaltenango,3 A 5 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
969,Menos De 18 Años,Masculino,Escuintla,Varias Veces Al Mes,Limón,Caramel Goal Popcorn
969,Menos De 18 Años,Masculino,Escuintla,Varias Veces Al Mes,Limón,Mundialitos Queso Picante
969,Menos De 18 Años,Masculino,Escuintla,Varias Veces Al Mes,Limón,Victory Pretzels
970,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Hot Stadium Peanuts
970,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Picante Chapín,Fan Chips Jalapeño
971,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Queso,Futbolmix
971,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Queso,Fan Chips Jalapeño
971,25 - 34 Años,Femenino,Escuintla,1 A 2 Veces Por Semana,Queso,Caramel Goal Popcorn
972,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Gol Nachos Supreme
972,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
972,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
973,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Chocokick Bites
973,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Futbolmix
973,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Gol Nachos Supreme
974,Menos De 18 Años,Masculino,Guatemala,Varias Veces Al Mes,Queso,Caramel Goal Popcorn
975,45 - 54 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Caramelo,Futbolmix
976,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
977,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Mundialitos Queso Picante
977,35 - 44 Años,Masculino,Guatemala,Varias Veces Al Mes,Jalapeño,Victory Pretzels
