EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra,Disposicion_Gasto_Premium,Segmento_Lealtad_Mundial,Segmento_Edad_Analitico
493,2026-05-02,19:00:58,45 - 54 Años,Femenino,Chimaltenango,Patzún,Estudiante,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,Fan Chips Jalapeño,Chocolate,Individual,Más De Q30,No,Sí,Inglaterra,Probablemente sí,Portugal,Neymar Jr.,Una selección nacional,Sorteo de balones,Sí,Edición Mundial Fifa 2026,Sensible Al Precio,Fanático Target (Alto),Adulto Maduro (35-54)
494,2026-05-06,21:17:45,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Q25 - Q50,Mundialitos Queso Picante; CrunchMax BBQ; FutbolMix,Salado Tradicional,Individual,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Argentina,Kylian Mbappé,Historias de aficionados,Tarjetas coleccionables,Sí,Edición España,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
495,2026-04-15,22:15:40,35 - 44 Años,Masculino,Huehuetenango,Cabecera municipal,Empleado Privado,1 A 2 Veces Por Semana,Aplicación de delivery,Familia,Q101 - Q150,ChocoKick Bites; Mundialitos Queso Picante,Barbacoa,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Estados Unidos,Tal vez,Brasil,Lamine Yamal; Lionel Messi,Premios y sorteos,Sorteo de camisetas,Sí,Edición Brasil,Sensible Al Precio,Casual,Adulto Maduro (35-54)
496,2026-03-21,14:34:20,18 - 24 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,FutbolMix; Gol Nachos Supreme,Queso,Familiar,Q16 - Q20,Sí,Sí,México,Probablemente sí,España,Lionel Messi; Vinícius Júnior,Un jugador famoso,2x1,No,Edición Brasil,Moderada,Casual,Jóvenes (<25)
497,2026-01-29,13:03:35,18 - 24 Años,Masculino,Chimaltenango,Tecpán Guatemala,Profesional Independiente,1 A 2 Veces Por Semana,Aplicación de delivery,Familia,Q51 - Q100,Mundialitos Queso Picante,Picante Chapín,Familiar,Q16 - Q20,No,Sí,Paraguay,Tal vez,España,Lamine Yamal,Un jugador famoso,2x1,No,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Jóvenes (<25)
498,2026-04-22,16:18:28,Menos De 18 Años,Masculino,Escuintla,Palín,Estudiante,1 A 2 Veces Por Semana,Gasolinera,Familia,Menos De Q25,Caramel Goal Popcorn; Mundialitos Queso Picante; Gol Nachos Supreme,Chocolate,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,Argentina,Probablemente sí,Estados Unidos,Neymar Jr.; Vinícius Júnior,Historias de aficionados,Descuento directo,Sí,Edición Brasil,Moderada,Fanático Target (Alto),Jóvenes (<25)
499,2026-03-24,20:22:32,25 - 34 Años,Masculino,El Progreso,El Progreso,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Solo,Q101 - Q150,ChocoKick Bites; Hot Stadium Peanuts,Dulce,Familiar,Más De Q30,Sí,Sí,Argentina,Probablemente sí,México,Cristiano Ronaldo,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
500,2026-04-08,09:00:03,35 - 44 Años,Masculino,San Marcos,San Marcos,Empleado Privado,Todos Los Días,Tienda de barrio,Familia,Q51 - Q100,ChocoKick Bites; Caramel Goal Popcorn; FutbolMix,,Tamaño Fiesta O Reunión,Menos De Q10,Sí,Sí,Brasil,Definitivamente no,Portugal,Julián Álvarez; Neymar Jr.,Un jugador famoso,Sorteo de balones,No,Edición Francia,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
501,2026-02-05,12:23:20,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Privado,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,Victory Pretzels,Queso,Familiar,Q10 - Q15,No,Sí,México,Definitivamente sí,Alemania,Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Tarjetas coleccionables,Sí,Edición Argentina,Moderada,Casual,Jóvenes (<25)
502,2026-02-08,22:26:11,25 - 34 Años,Masculino,Suchitepéquez,Otro municipio,Empresario,Varias Veces Al Mes,Tienda de barrio,Solo,Q25 - Q50,CrunchMax BBQ,Salado Tradicional,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Colombia,Tal vez,España,Lionel Messi,Historias de aficionados,Producto gratis,Sí,Edición Argentina,Moderada,Casual,Adulto Joven (25-34)
503,2026-01-16,16:30:47,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Ama De Casa,1 A 2 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante,Queso,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,Brasil,Probablemente no,Portugal,Lionel Messi; Julián Álvarez,Premios y sorteos,Descuento directo,Sí,Edición Argentina,Premium Alta,Casual,Adulto Joven (25-34)
504,2026-02-03,21:43:55,25 - 34 Años,Masculino,Quetzaltenango,Quetzaltenango,Profesional Independiente,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,Mundialitos Queso Picante; Fan Chips Jalapeño; FutbolMix,Picante Chapín,Familiar,Q21 - Q30,Sí,Sí,Francia,Probablemente no,Argentina,Cristiano Ronaldo,Premios y sorteos,Sorteo de camisetas,Sí,Edición Brasil,Moderada,Casual,Adulto Joven (25-34)
505,2026-02-22,07:34:26,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,Varias Veces Al Mes,Tienda de barrio,Amigos,Q51 - Q100,Victory Pretzels,Picante Chapín,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Argentina,Definitivamente sí,Argentina,Cristiano Ronaldo; Julián Álvarez,Un jugador famoso,Sorteo de viajes,No,Edición Con Jugadores Famosos,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
506,2026-05-10,21:45:43,Menos De 18 Años,Femenino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Aplicación de delivery,Amigos,Menos De Q25,Gol Nachos Supreme; Caramel Goal Popcorn; FutbolMix,Barbacoa,Familiar,Q21 - Q30,No,Sí,Paraguay,Definitivamente sí,México,Christian Pulisic; Rodri,Humor,Sorteo de viajes,No,Edición Francia,Sensible Al Precio,Espectador Pasivo,Jóvenes (<25)
507,2026-02-18,17:48:40,55 Años O Más,Masculino,Petén,San Benito,Empleado Privado,1 A 2 Veces Por Semana,Aplicación de delivery,Amigos,Q101 - Q150,Hot Stadium Peanuts; Caramel Goal Popcorn; Mundialitos Queso Picante,Barbacoa,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,México,Tal vez,Argentina,Christian Pulisic; Jude Bellingham,Premios y sorteos,2x1,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Mayor (55+)
508,2026-03-23,20:23:11,35 - 44 Años,Femenino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,FutbolMix; Hot Stadium Peanuts,Jalapeño,Familiar,Q10 - Q15,No,Sí,Francia,Probablemente sí,Argentina,Cristiano Ronaldo,Una selección nacional,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
509,2026-04-18,15:41:33,35 - 44 Años,Masculino,Guatemala,Guatemala,Jubilado,3 A 5 Veces Por Semana,Otro,Amigos,Más De Q150,ChocoKick Bites; Gol Nachos Supreme,Barbacoa,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Francia,Tal vez,Noruega,Cristiano Ronaldo; Alphonso Davies; Lionel Messi,Humor,Producto gratis,Sí,Edición Argentina,Moderada,Casual,Adulto Maduro (35-54)
510,2026-02-12,11:03:20,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Estudiante,Varias Veces Al Mes,Supermercado,Amigos,Menos De Q25,Mundialitos Queso Picante; Caramel Goal Popcorn; Hot Stadium Peanuts,Salado Tradicional,Individual,Q21 - Q30,Sí,Sí, BRASIL ,Tal vez,México,Lamine Yamal; Lionel Messi,Un jugador famoso,2x1,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Jóvenes (<25)
511,2026-02-27,07:15:00,35 - 44 Años,Masculino,Guatemala,Guatemala,,1 A 2 Veces Por Semana,Supermercado,Compañeros de trabajo,Q51 - Q100,Hot Stadium Peanuts,Salado Tradicional,Individual,Menos De Q10,Sí,No,Francia,Probablemente no,Uruguay,Lionel Messi; Neymar Jr.; Ninguno,Humor,Producto gratis,Sí,Edición España,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
512,2026-04-11,11:41:44,55 Años O Más,Femenino,Suchitepéquez,,Empleado Público,Varias Veces Al Mes,Tienda de barrio,Compañeros de trabajo,Q25 - Q50,FutbolMix; Energy Crunch Protein; Victory Pretzels,Chocolate,Individual,Q10 - Q15,Sí,Sí,Argentina,Tal vez,Argentina,Kylian Mbappé,Una selección nacional,Tarjetas coleccionables,Sí,Edición Inglaterra,Moderada,Casual,Adulto Mayor (55+)
513,2026-01-21,14:32:09,35 - 44 Años,Masculino,Sacatepéquez,Antigua Guatemala,Otro,3 A 5 Veces Por Semana,Otro,Amigos,Q25 - Q50,CrunchMax BBQ; Fan Chips Jalapeño,Limón,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Haití,Probablemente sí,Francia,Neymar Jr.; Cristiano Ronaldo; Julián Álvarez,Un jugador famoso,Descuento directo,Sí,Edición Argentina,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
514,2026-05-04,16:54:52,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Mixco,Comerciante,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Hot Stadium Peanuts; Fan Chips Jalapeño,,Para Compartir Entre 2 Personas,Q10 - Q15,No,No,Argentina,Tal vez,Portugal,Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,No,Edición Francia,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
515,2026-03-26,21:26:52,18 - 24 Años,Masculino,Guatemala,Mixco,Empleado Privado,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Q25 - Q50,CrunchMax BBQ; Hot Stadium Peanuts; Caramel Goal Popcorn,Queso,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,No,Estados Unidos,Probablemente sí,México,Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Sorteo de balones,Sí,Edición Brasil,Moderada,Espectador Pasivo,Jóvenes (<25)
516,2026-01-14,08:55:22,35 - 44 Años,Masculino,Sacatepéquez,Sumpango,Profesional Independiente,1 A 2 Veces Por Semana,Supermercado,Compañeros de trabajo,Q51 - Q100,ChocoKick Bites; CrunchMax BBQ; Hot Stadium Peanuts,Caramelo,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,España,Probablemente sí,México,Lionel Messi; Cristiano Ronaldo,Premios y sorteos,Producto gratis,Sí,Edición Brasil,Premium Alta,Fanático Target (Alto),Adulto Maduro (35-54)
517,2026-03-11,08:05:18,18 - 24 Años,Masculino,Chimaltenango,Tecpán Guatemala,Profesional Independiente,Varias Veces Al Mes,Tienda de barrio,Otro,Q25 - Q50,Victory Pretzels,Salado Tradicional,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí,Colombia,Probablemente sí,Portugal,Lionel Messi,Una selección nacional,Producto gratis,Sí,Edición Con Jugadores Famosos,Moderada,Fanático Target (Alto),Jóvenes (<25)
518,2026-02-18,17:21:16,Menos De 18 Años,Femenino,Sacatepéquez,Sumpango,Otro,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,Energy Crunch Protein; Hot Stadium Peanuts; CrunchMax BBQ,Queso,Tamaño Fiesta O Reunión,Menos De Q10,No,Sí,Francia,Probablemente sí,México,Jude Bellingham; Cristiano Ronaldo,Premios y sorteos,Sorteo de balones,No,Edición Con Tarjetas Coleccionables,Sensible Al Precio,Casual,Jóvenes (<25)
519,2026-05-08,22:08:52,25 - 34 Años,Femenino,Escuintla,Palín,Comerciante,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,CrunchMax BBQ; ChocoKick Bites; Fan Chips Jalapeño,Queso,Individual,Q10 - Q15,Sí,Sí,Uruguay,Tal vez,Costa de Marfil,Lionel Messi,Una selección nacional,2x1,No,Edición Brasil,Moderada,Espectador Pasivo,Adulto Joven (25-34)
520,2026-01-22,20:58:11,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Empleado Público,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Familia,Q51 - Q100,CrunchMax BBQ,Limón,Para Compartir Entre 2 Personas,Q10 - Q15,No,Sí,Uruguay,Definitivamente sí,Inglaterra,Harry Kane; Lionel Messi,Historias de aficionados,Sorteo de viajes,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Mayor (55+)
521,2026-01-21,12:45:32,45 - 54 Años,Masculino,Sacatepéquez,Jocotenango,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,Mundialitos Queso Picante,Jalapeño,Para Compartir Entre 2 Personas,Q10 - Q15,No,No,Japón,Probablemente sí,Argentina,Julián Álvarez; Federico Valverde; Neymar Jr.,Un jugador famoso,Descuento directo,No,Edición Brasil,Sensible Al Precio,Espectador Pasivo,Adulto Maduro (35-54)
522,2026-04-18,14:15:17,25 - 34 Años,Femenino,Zacapa,Cabecera municipal,Jubilado,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,Hot Stadium Peanuts; Energy Crunch Protein; Mundialitos Queso Picante,Queso,Familiar,Q21 - Q30,No,Sí,Alemania,Definitivamente sí,Brasil,Neymar Jr.; Cristiano Ronaldo; Kylian Mbappé,Una selección nacional,Tarjetas coleccionables,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Joven (25-34)
523,2026-02-02,11:11:46,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Menos De Q25,Caramel Goal Popcorn; CrunchMax BBQ; Fan Chips Jalapeño,Barbacoa,Familiar,Q10 - Q15,No,Sí,Estados Unidos,Probablemente sí,Uruguay,Cristiano Ronaldo; Vinícius Júnior; Neymar Jr.,Una selección nacional,Sorteo de camisetas,No,Edición Argentina,Sensible Al Precio,Casual,Adulto Joven (25-34)
524,2026-04-18,16:07:32,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Estudiante,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Más De Q150,Energy Crunch Protein; CrunchMax BBQ,Queso,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,No,Senegal,Probablemente sí,Francia,Vinícius Júnior,Historias de aficionados,Tarjetas coleccionables,Sí,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
525,2026-04-17,16:48:39,25 - 34 Años,Masculino,Guatemala,Mixco,Empresario,Rara Vez,Kiosco escolar/universitario,Amigos,Q51 - Q100,FutbolMix; Hot Stadium Peanuts; Fan Chips Jalapeño,Salado Tradicional,Individual,Menos De Q10,No,No,Uruguay,Tal vez,Argentina,Christian Pulisic; Neymar Jr.,Una selección nacional,Sorteo de viajes,Sí,Edición Brasil,Moderada,Espectador Pasivo,Adulto Joven (25-34)
526,2026-01-21,19:35:23,Menos De 18 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,1 A 2 Veces Por Semana,Aplicación de delivery,Solo,Menos De Q25,FutbolMix; Gol Nachos Supreme,Limón,Familiar,Q16 - Q20,Sí,Sí,Brasil,Definitivamente sí,Marruecos,Lionel Messi; Jude Bellingham; Federico Valverde,Un jugador famoso,Sorteo de camisetas,Sí,Edición Inglaterra,Moderada,Casual,Jóvenes (<25)
527,2026-02-18,18:48:17,18 - 24 Años,Masculino,Jutiapa,Jutiapa,Empleado Privado,Varias Veces Al Mes,Aplicación de delivery,Amigos,Más De Q150,Hot Stadium Peanuts; FutbolMix,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Uruguay,Probablemente sí,Costa de Marfil,Julián Álvarez,Premios y sorteos,Producto gratis,Sí,Edición Con Tarjetas Coleccionables,Moderada,Fanático Target (Alto),Jóvenes (<25)
528,2026-01-28,16:15:35,18 - 24 Años,Masculino,Sololá,Otro municipio,Comerciante,3 A 5 Veces Por Semana,Supermercado,Amigos,Más De Q150,Gol Nachos Supreme,Caramelo,Familiar,Q21 - Q30,Sí,Sí,Portugal,Probablemente sí,México,Lionel Messi; Harry Kane; Rodri,Historias de aficionados,Sorteo de balones,No,Edición Con Jugadores Famosos,Moderada,Casual,Jóvenes (<25)
529,2026-02-13,08:43:04,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Otro,Amigos,Q25 - Q50,FutbolMix; CrunchMax BBQ,Limón,Familiar,Q16 - Q20,No,Sí,Inglaterra,Definitivamente sí,Argentina,Vinícius Júnior; Cristiano Ronaldo,Humor,Descuento directo,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
530,2026-03-28,09:50:25,25 - 34 Años,Masculino,Retalhuleu, CABECERA MUNICIPAL ,Profesional Independiente,Todos Los Días,,Familia,Q25 - Q50,FutbolMix,Chocolate,Individual,Q10 - Q15,Sí,No,Portugal,Definitivamente sí,México,Lionel Messi,Premios y sorteos,Tarjetas coleccionables,No,Edición España,Moderada,Espectador Pasivo,Adulto Joven (25-34)
531,2026-04-04,21:32:48,18 - 24 Años,Femenino,Jalapa,Otro municipio,Empresario,1 A 2 Veces Por Semana,Aplicación de delivery,Amigos,Q51 - Q100,Hot Stadium Peanuts; Mundialitos Queso Picante; Fan Chips Jalapeño,Queso,Familiar,Q21 - Q30,No,Sí,Francia,Definitivamente sí,Portugal,Lamine Yamal,Una selección nacional,2x1,No,Edición Francia,Moderada,Espectador Pasivo,Jóvenes (<25)
532,2026-03-20,11:13:25,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante,Todos Los Días,Supermercado,Familia,Q51 - Q100,Gol Nachos Supreme; Caramel Goal Popcorn,Barbacoa,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí, BRASIL ,Definitivamente no,Francia,Federico Valverde,Premios y sorteos,2x1,No,Edición Argentina,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
533,2026-04-06,13:10:44,55 Años O Más,Femenino,Guatemala,Villa Nueva,,Rara Vez,Tienda de barrio,Amigos,Q25 - Q50,Gol Nachos Supreme,Queso,Individual,Q16 - Q20,No,Sí,Argentina,Probablemente sí,Argentina,Vinícius Júnior,Una selección nacional,Descuento directo,No,Edición Brasil,Moderada,Casual,Adulto Mayor (55+)
534,2026-04-30,09:54:28,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Estudiante,Rara Vez,Gasolinera,Amigos,Más De Q150,Victory Pretzels,Picante Chapín,Familiar,Q10 - Q15,No,Sí,Bélgica,Tal vez,Argentina,Vinícius Júnior; Lionel Messi; Harry Kane,Una selección nacional,Descuento directo,Sí,Edición Con Jugadores Famosos,Sensible Al Precio,Casual,Adulto Mayor (55+)
535,2026-02-28,16:11:41,25 - 34 Años,Masculino,Sacatepéquez,Antigua Guatemala,Otro,3 A 5 Veces Por Semana,Aplicación de delivery,Familia,Menos De Q25,CrunchMax BBQ,Salado Tradicional,Individual,Q21 - Q30,Sí,No,Brasil,Probablemente sí,Argentina,Vinícius Júnior; Jude Bellingham; Neymar Jr.,Una selección nacional,Sorteo de camisetas,No,Edición España,Moderada,Espectador Pasivo,Adulto Joven (25-34)
536,2026-01-22,22:38:24,25 - 34 Años,Femenino,Chimaltenango,Chimaltenango,Profesional Independiente,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q25 - Q50,Fan Chips Jalapeño; CrunchMax BBQ,Caramelo,Familiar,Q16 - Q20,Sí,Sí,Francia,Definitivamente sí,Estados Unidos,Federico Valverde; Kylian Mbappé; Lamine Yamal,Historias de aficionados,Sorteo de viajes,Sí,Edición Brasil,Moderada,Casual,Adulto Joven (25-34)
537,2026-03-18,15:11:14,25 - 34 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Familia,Más De Q150,Mundialitos Queso Picante; FutbolMix; Caramel Goal Popcorn,Limón,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,Colombia,Tal vez,Uruguay,Federico Valverde; Christian Pulisic,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Sensible Al Precio,Casual,Adulto Joven (25-34)
538,2026-03-10,10:06:14,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empresario,Rara Vez,Gasolinera,Amigos,Q101 - Q150,FutbolMix,Chocolate,Familiar,Q10 - Q15,Sí,Sí,Senegal,Definitivamente sí, MÉXICO ,Cristiano Ronaldo; Lionel Messi,Premios y sorteos,Producto gratis,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Maduro (35-54)
539,2026-04-09,17:29:50,18 - 24 Años,Masculino,Guatemala, VILLA NUEVA ,Ama De Casa,Todos Los Días,Tienda de barrio,Familia,Q25 - Q50,FutbolMix; Energy Crunch Protein,Dulce,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,México,Definitivamente no,Brasil,Ninguno; Neymar Jr.; Jude Bellingham,Una selección nacional,Sorteo de balones,No,Edición España,Moderada,Espectador Pasivo,Jóvenes (<25)
540,2026-04-10,07:12:18,35 - 44 Años,Femenino,San Marcos,Cabecera municipal,Comerciante,3 A 5 Veces Por Semana,Supermercado,Solo,Q51 - Q100,CrunchMax BBQ; Energy Crunch Protein,Chocolate,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,No,México,Probablemente sí,Brasil,Neymar Jr.; Cristiano Ronaldo,Historias de aficionados,Descuento directo,Sí,Edición Con Jugadores Famosos,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
541,2026-01-28,21:49:28,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante,Todos Los Días,Tienda de barrio,Familia,Más De Q150,Hot Stadium Peanuts,Picante Chapín,Familiar,Q10 - Q15,Sí,Sí,México,Probablemente no,Irak,Cristiano Ronaldo; Lionel Messi,Un jugador famoso,Descuento directo,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Jóvenes (<25)
542,2026-01-27,18:16:57,Menos De 18 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa,1 A 2 Veces Por Semana,,Amigos,Q25 - Q50,Victory Pretzels,Barbacoa,Familiar,Más De Q30,Sí,Sí,Estados Unidos,Definitivamente sí,México,Cristiano Ronaldo; Christian Pulisic,Humor,Descuento directo,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Jóvenes (<25)
543,2026-03-21,14:08:25,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Profesional Independiente,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,Victory Pretzels; Hot Stadium Peanuts; ChocoKick Bites,Dulce,Individual,Q21 - Q30,Sí,Sí,Portugal,Definitivamente sí,Alemania,Lionel Messi; Harry Kane,Una selección nacional,Descuento directo,Sí,Edición Con Tarjetas Coleccionables,Moderada,Casual,Jóvenes (<25)
544,2026-05-06,07:20:58,25 - 34 Años,Femenino,Quetzaltenango,,Comerciante,1 A 2 Veces Por Semana,Otro,Amigos,Q25 - Q50,CrunchMax BBQ,Limón,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí,Portugal,Cristiano Ronaldo; Lionel Messi; Neymar Jr.,Un jugador famoso,2x1,Sí,Edición Brasil,Moderada,Casual,Adulto Joven (25-34)
545,2026-03-20,11:10:15,25 - 34 Años,Femenino,Quetzaltenango,Quetzaltenango,Empleado Privado,Rara Vez,Kiosco escolar/universitario,Compañeros de trabajo,Menos De Q25,Mundialitos Queso Picante; Caramel Goal Popcorn,Barbacoa,Familiar,Q10 - Q15,Sí,Sí,Brasil,Probablemente sí,Brasil,Vinícius Júnior; Cristiano Ronaldo,Historias de aficionados,Sorteo de balones,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
546,2026-04-01,10:15:29,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Empresario,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,CrunchMax BBQ,Chocolate,Familiar,Q21 - Q30,No,Sí,Colombia,Definitivamente sí,Argentina,Jude Bellingham; Neymar Jr.; Vinícius Júnior,Un jugador famoso,Sorteo de camisetas,No,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
547,2026-05-03,16:40:33,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Empresario,3 A 5 Veces Por Semana,Gasolinera,Solo,Q51 - Q100,Mundialitos Queso Picante; Fan Chips Jalapeño; Gol Nachos Supreme,Barbacoa,Individual,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí,Francia,Federico Valverde,Una selección nacional,Sorteo de camisetas,Sí,Edición Inglaterra,Premium Alta,Casual,Jóvenes (<25)
